日期,平均氣溫(℃),溫差(℃),平均相對溼度(%),日照時數(小時),降水時數(小時),日累積降水量(mm)
2011-03-24,18.2,6.5,64.0,4.5,0.0,0.0
2011-03-25,18.8,9.6,60.0,7.2,0.0,0.0
2011-03-26,16.8,6.1,65.0,1.0,0.0,0.0
2011-03-27,13.9,3.4,80.0,0.0,4.8,2.0
2011-03-28,15.5,9.0,79.0,2.2,5.4,2.2
2011-03-29,18.7,10.0,62.0,3.2,0.0,0.0
2011-03-30,20.0,6.6,60.0,0.0,0.0,0.0
2011-03-31,18.9,7.7,72.0,0.7,1.9,0.5
2011-04-01,21.5,9.2,66.0,10.4,0.0,0.0
2011-04-02,22.8,8.0,65.0,10.3,0.0,0.0
2011-04-03,23.1,7.0,67.0,8.8,0.0,0.0
2011-04-04,19.4,8.4,72.0,2.9,0.0,0.0
2011-04-05,19.1,9.5,63.0,3.4,0.0,0.0
2011-04-06,20.9,8.3,63.0,8.0,0.0,0.0
2011-04-07,23.4,8.7,64.0,10.6,0.0,0.0
2011-04-08,24.0,8.7,62.0,10.2,0.0,0.0
2011-04-09,23.5,9.0,70.0,9.3,0.0,0.0
2011-04-10,23.9,7.1,71.0,6.4,0.0,0.0
2011-04-11,23.9,6.6,71.0,2.0,0.0,0.0
2011-04-12,22.7,7.5,66.0,3.4,0.0,0.0
2011-04-13,24.0,6.8,64.0,6.6,0.0,0.0
2011-04-14,25.2,7.4,66.0,5.5,0.0,0.0
2011-04-15,26.0,7.1,67.0,10.5,0.0,0.0
2011-04-16,25.7,4.9,72.0,8.3,0.0,0.0
2011-04-17,25.3,8.0,74.0,1.8,2.7,23.0
2011-04-18,23.9,5.8,72.0,0.9,0.9,0.5
2011-04-19,24.2,7.9,62.0,8.3,0.0,0.0
2011-04-20,23.2,6.9,58.0,10.4,0.0,0.0
2011-04-21,24.0,7.2,57.0,7.6,0.0,0.0
2011-04-22,24.8,7.0,65.0,5.5,0.0,0.0
2011-04-23,24.1,8.4,61.0,4.5,0.0,0.0
2011-04-24,24.7,6.0,61.0,8.6,0.0,0.0
2011-04-25,24.5,5.9,67.0,7.7,0.0,0.0
2011-04-26,25.9,7.0,65.0,8.2,0.0,0.0
2011-04-27,25.9,6.0,63.0,6.6,0.0,0.0
2011-04-28,25.5,5.7,67.0,0.7,0.0,0.0
2011-04-29,24.9,3.7,74.0,0.0,1.0,2.5
2011-04-30,26.4,7.1,77.0,0.0,0.0,0.0
2011-05-01,26.9,6.3,76.0,0.9,0.0,0.0
2011-05-02,26.9,6.3,71.0,3.7,0.0,0.0
2011-05-03,26.8,9.2,72.0,7.4,0.0,0.0
2011-05-04,25.3,7.3,72.0,5.7,0.0,0.0
2011-05-05,26.3,8.0,70.0,11.0,0.0,0.0
2011-05-06,26.5,7.2,70.0,9.6,0.0,0.0
2011-05-07,27.5,6.3,68.0,5.2,0.0,0.0
2011-05-08,28.3,7.1,67.0,10.8,0.0,0.0
2011-05-09,28.9,8.2,62.0,9.4,0.0,0.0
2011-05-10,28.6,6.9,64.0,11.3,0.0,0.0
2011-05-11,28.3,5.1,73.0,8.2,0.0,0.0
2011-05-12,29.0,5.4,76.0,6.1,0.0,0.0
2011-05-13,28.7,5.3,72.0,7.3,0.0,0.0
2011-05-14,27.2,5.1,73.0,0.1,0.0,0.0
2011-05-15,27.2,6.9,72.0,6.8,0.0,0.0
2011-05-16,26.7,8.4,72.0,7.4,0.2,0.0
2011-05-17,21.8,2.5,85.0,0.0,9.0,14.5
2011-05-18,24.1,5.6,82.0,0.2,3.7,5.0
2011-05-19,25.6,4.9,78.0,1.5,0.0,0.0
2011-05-20,25.1,4.3,79.0,0.1,6.3,7.0
2011-05-21,26.7,6.6,73.0,3.5,0.0,0.0
2011-05-22,27.8,6.4,73.0,4.9,0.0,0.0
2011-05-23,26.2,6.9,79.0,0.0,4.1,28.5
2011-05-24,27.1,6.3,74.0,5.1,0.2,0.2
2011-05-25,27.0,8.4,73.0,7.2,0.0,0.0
2011-05-26,27.4,7.4,74.0,5.8,0.4,0.0
2011-05-27,27.2,7.3,75.0,3.3,0.0,0.0
2011-05-28,24.7,5.1,74.0,3.1,0.0,0.0
2011-05-29,25.4,10.3,62.0,10.5,0.0,0.0
2011-05-30,26.4,6.4,64.0,10.8,0.0,0.0
2011-05-31,26.8,6.8,71.0,0.8,3.0,0.0
2011-06-01,26.1,3.6,80.0,0.0,7.0,9.0
2011-06-02,27.2,4.4,81.0,0.7,4.6,11.5
2011-06-03,27.3,4.8,78.0,6.6,0.0,0.0
2011-06-04,28.0,6.7,74.0,9.4,0.0,0.0
2011-06-05,29.2,7.1,69.0,11.1,0.0,0.0
2011-06-06,29.6,6.1,69.0,11.0,0.0,0.0
2011-06-07,29.7,6.1,72.0,11.4,0.0,0.0
2011-06-08,29.7,5.4,71.0,11.3,0.0,0.0
2011-06-09,30.7,6.6,66.0,12.4,0.0,0.0
2011-06-10,31.0,7.5,59.0,12.4,0.0,0.0
2011-06-11,30.2,5.5,65.0,12.2,0.0,0.0
2011-06-12,29.3,7.2,72.0,7.0,0.5,0.5
2011-06-13,29.9,5.8,71.0,9.9,0.0,0.0
2011-06-14,30.3,5.5,69.0,11.9,0.0,0.0
2011-06-15,30.3,6.4,68.0,8.9,0.0,0.0
2011-06-16,30.5,6.0,68.0,10.0,0.0,0.0
2011-06-17,30.8,6.3,63.0,9.6,0.0,0.0
2011-06-18,30.5,6.3,67.0,11.3,0.0,0.0
2011-06-19,30.3,6.1,68.0,10.1,0.0,0.0
2011-06-20,30.8,7.7,65.0,8.2,0.0,0.0
2011-06-21,28.5,6.0,76.0,0.0,4.8,5.0
2011-06-22,29.0,4.4,73.0,0.0,0.0,0.0
2011-06-23,29.7,7.9,74.0,6.1,1.3,52.5
2011-06-24,29.5,6.2,72.0,7.2,0.0,0.0
2011-06-25,28.0,3.7,79.0,0.0,0.3,0.5
2011-06-26,28.7,6.9,79.0,4.4,2.9,16.5
2011-06-27,27.9,7.7,82.0,6.5,6.1,42.5
2011-06-28,24.7,2.2,89.0,0.0,15.8,166.0
2011-06-29,27.6,6.2,77.0,0.5,0.3,0.0
2011-06-30,28.7,5.8,74.0,10.5,0.0,0.0
2011-07-01,29.4,5.1,73.0,5.7,0.0,0.0
2011-07-02,29.4,6.7,73.0,9.3,0.0,0.0
2011-07-03,29.5,5.7,73.0,9.9,0.0,0.0
2011-07-04,29.8,5.0,72.0,11.0,0.0,0.0
2011-07-05,29.7,5.3,67.0,11.6,0.0,0.0
2011-07-06,29.8,5.5,69.0,10.5,0.0,0.0
2011-07-07,29.8,5.1,66.0,10.2,0.0,0.0
2011-07-08,29.7,6.0,68.0,8.5,0.0,0.0
2011-07-09,30.0,5.4,69.0,8.0,0.0,0.0
2011-07-10,27.9,5.5,80.0,1.3,2.4,19.0
2011-07-11,28.5,5.6,75.0,5.7,0.0,0.0
2011-07-12,28.3,6.4,76.0,6.7,4.2,12.5
2011-07-13,27.7,6.6,79.0,4.9,1.7,17.5
2011-07-14,26.6,7.0,83.0,4.2,6.7,32.0
2011-07-15,26.2,7.1,84.0,0.9,10.6,28.0
2011-07-16,26.5,6.7,83.0,2.0,8.7,26.5
2011-07-17,25.7,3.1,88.0,1.1,8.8,78.0
2011-07-18,26.9,5.6,89.0,1.4,9.7,40.5
2011-07-19,28.4,4.2,84.0,1.8,3.3,13.0
2011-07-20,26.7,3.0,87.0,0.0,8.8,61.5
2011-07-21,28.2,5.3,83.0,4.0,2.0,2.5
2011-07-22,29.4,5.8,76.0,10.7,0.0,0.0
2011-07-23,29.7,5.6,73.0,9.9,0.0,0.0
2011-07-24,29.9,5.3,72.0,10.6,0.0,0.0
2011-07-25,29.7,6.1,72.0,7.5,0.0,0.0
2011-07-26,29.6,5.9,73.0,7.8,0.0,0.0
2011-07-27,30.5,7.5,68.0,12.1,0.0,0.0
2011-07-28,30.2,6.7,70.0,6.0,0.4,0.0
2011-07-29,28.7,10.4,75.0,5.4,3.1,43.5
2011-07-30,27.9,8.8,77.0,5.8,3.7,27.0
2011-07-31,29.3,6.4,75.0,7.7,0.0,0.0
2011-08-01,30.0,5.5,69.0,5.9,0.0,0.0
2011-08-02,30.1,5.8,69.0,9.5,0.0,0.0
2011-08-03,29.7,6.2,72.0,8.4,0.0,0.0
2011-08-04,29.8,7.4,71.0,11.2,0.0,0.0
2011-08-05,29.9,5.2,75.0,8.5,0.3,1.0
2011-08-06,29.6,4.3,75.0,2.5,0.0,0.0
2011-08-07,29.9,5.6,75.0,7.5,0.0,0.0
2011-08-08,29.6,5.5,75.0,9.1,1.5,3.5
2011-08-09,29.5,6.0,72.0,8.0,0.0,0.0
2011-08-10,29.4,6.4,73.0,9.5,0.7,0.3
2011-08-11,29.5,5.9,70.0,8.6,0.3,0.5
2011-08-12,29.5,4.9,72.0,5.6,0.0,0.0
2011-08-13,29.5,5.4,70.0,4.2,0.0,0.0
2011-08-14,30.2,6.2,70.0,9.9,0.0,0.0
2011-08-15,30.4,6.5,69.0,11.8,0.0,0.0
2011-08-16,30.3,5.9,70.0,11.7,0.0,0.0
2011-08-17,30.3,7.3,67.0,11.1,0.0,0.0
2011-08-18,30.0,6.8,66.0,8.4,0.0,0.0
2011-08-19,29.8,5.4,67.0,3.9,0.0,0.0
2011-08-20,30.3,6.7,65.0,10.4,0.0,0.0
2011-08-21,30.5,6.1,64.0,10.6,0.0,0.0
2011-08-22,30.4,6.5,66.0,11.0,0.0,0.0
2011-08-23,30.1,5.7,69.0,7.6,0.0,0.0
2011-08-24,29.4,7.2,70.0,6.4,0.3,0.2
2011-08-25,30.0,7.4,69.0,9.0,0.0,0.0
2011-08-26,30.3,6.3,71.0,6.8,0.5,0.0
2011-08-27,29.6,9.3,72.0,7.0,4.7,2.5
2011-08-28,28.1,5.7,79.0,0.2,3.7,4.0
2011-08-29,26.6,3.5,89.0,0.0,18.4,82.3
2011-08-30,25.6,1.5,89.0,0.0,19.5,52.0
2011-08-31,27.0,4.6,82.0,0.0,8.1,26.0
2011-09-01,28.9,7.0,73.0,4.2,0.0,0.0
2011-09-02,28.9,6.9,74.0,4.3,0.9,1.5
2011-09-03,29.2,6.8,70.0,4.7,0.0,0.0
2011-09-04,29.3,6.3,72.0,5.6,0.0,0.0
2011-09-05,28.7,4.8,74.0,5.4,0.0,0.0
2011-09-06,28.4,5.2,73.0,8.1,0.3,0.0
2011-09-07,28.9,5.3,66.0,5.6,0.0,0.0
2011-09-08,28.5,5.1,70.0,3.3,0.0,0.0
2011-09-09,29.5,5.5,69.0,6.2,0.0,0.0
2011-09-10,29.8,7.0,67.0,7.2,0.0,0.0
2011-09-11,29.5,6.1,68.0,8.0,0.0,0.0
2011-09-12,28.5,7.5,69.0,6.1,0.0,0.0
2011-09-13,28.9,6.9,67.0,7.6,0.0,0.0
2011-09-14,29.2,5.2,70.0,4.7,0.0,0.0
2011-09-15,29.3,6.1,70.0,6.9,0.0,0.0
2011-09-16,29.5,6.5,70.0,10.0,0.0,0.0
2011-09-17,29.4,6.6,67.0,7.7,0.0,0.0
2011-09-18,29.5,7.2,70.0,8.1,0.0,0.0
2011-09-19,28.8,6.7,67.0,6.7,0.0,0.0
2011-09-20,28.5,6.3,66.0,5.5,0.0,0.0
2011-09-21,27.3,8.8,62.0,5.7,0.0,0.0
2011-09-22,26.9,8.9,64.0,9.5,0.0,0.0
2011-09-23,26.5,8.1,64.0,1.2,0.0,0.0
2011-09-24,26.9,8.3,68.0,2.1,0.0,0.0
2011-09-25,28.1,7.7,71.0,5.5,0.0,0.0
2011-09-26,29.0,7.0,72.0,9.6,0.0,0.0
2011-09-27,29.3,7.2,74.0,8.1,0.0,0.0
2011-09-28,28.2,2.8,79.0,0.0,2.3,3.5
2011-09-29,29.5,6.6,71.0,6.9,0.0,0.0
2011-09-30,29.6,6.5,72.0,5.9,0.0,0.0
2011-10-01,28.6,5.4,74.0,1.5,0.0,0.0
2011-10-02,25.4,3.9,82.0,0.0,8.7,2.0
2011-10-03,25.8,8.6,75.0,6.4,1.2,1.5
2011-10-04,25.8,10.1,71.0,8.2,0.0,0.0
2011-10-05,27.2,8.3,72.0,10.1,0.0,0.0
2011-10-06,27.0,8.1,71.0,10.2,0.0,0.0
2011-10-07,26.8,8.3,72.0,0.7,0.4,0.0
2011-10-08,27.8,6.8,69.0,2.2,0.0,0.0
2011-10-09,26.9,4.2,78.0,0.0,2.1,0.2
2011-10-10,27.7,7.0,79.0,0.8,0.4,0.0
2011-10-11,27.3,3.8,80.0,0.0,2.7,0.5
2011-10-12,27.4,4.7,79.0,0.0,0.4,0.6
2011-10-13,27.7,6.3,73.0,1.4,0.0,0.0
2011-10-14,26.4,6.6,80.0,0.4,6.5,22.0
2011-10-15,25.7,5.5,80.0,0.2,0.5,1.0
2011-10-16,26.2,7.5,72.0,3.3,0.0,0.0
2011-10-17,26.2,8.2,66.0,7.9,0.0,0.0
2011-10-18,25.3,8.4,66.0,4.4,0.0,0.0
2011-10-19,24.9,8.8,64.0,9.6,0.0,0.0
2011-10-20,25.8,9.3,67.0,9.2,0.0,0.0
2011-10-21,26.5,8.3,74.0,8.5,0.0,0.0
2011-10-22,26.5,7.8,72.0,7.2,0.0,0.0
2011-10-23,26.4,8.8,70.0,9.2,0.0,0.0
2011-10-24,26.5,7.1,74.0,8.8,0.0,0.0
2011-10-25,25.7,9.4,71.0,6.9,0.0,0.0
2011-10-26,23.8,7.8,65.0,3.1,0.0,0.0
2011-10-27,24.7,9.3,66.0,9.3,0.0,0.0
2011-10-28,25.1,8.2,71.0,9.8,0.0,0.0
2011-10-29,25.5,7.2,72.0,9.1,0.0,0.0
2011-10-30,25.3,7.9,68.0,7.5,0.0,0.0
2011-10-31,24.9,8.2,68.0,9.3,0.0,0.0
2011-11-01,25.4,8.8,72.0,9.0,0.0,0.0
2011-11-02,25.8,8.0,77.0,6.2,0.0,0.0
2011-11-03,26.6,6.2,75.0,3.7,0.0,0.0
2011-11-04,26.9,6.5,77.0,6.0,0.0,0.0
2011-11-05,26.9,7.7,76.0,5.6,0.0,0.0
2011-11-06,26.3,7.0,78.0,2.5,0.0,0.0
2011-11-07,25.4,4.7,84.0,0.0,11.5,7.0
2011-11-08,24.3,4.3,86.0,0.0,9.5,22.0
2011-11-09,24.3,4.8,91.0,0.1,11.6,33.5
2011-11-10,20.9,3.4,94.0,0.0,19.7,119.5
2011-11-11,21.7,5.4,86.0,0.5,0.4,1.0
2011-11-12,23.1,3.7,81.0,0.5,0.1,0.0
2011-11-13,23.6,6.5,80.0,6.0,0.0,0.0
2011-11-14,23.8,8.3,77.0,7.2,0.0,0.0
2011-11-15,23.6,7.1,76.0,3.5,0.0,0.0
2011-11-16,23.4,4.5,84.0,0.0,1.5,0.0
2011-11-17,24.3,2.2,88.0,0.0,7.1,7.0
2011-11-18,26.1,6.7,83.0,0.0,0.9,12.5
2011-11-19,26.8,7.2,83.0,4.9,0.7,0.5
2011-11-20,22.8,6.0,72.0,2.8,0.2,0.5
2011-11-21,22.9,6.1,68.0,0.1,0.0,0.0
2011-11-22,23.4,5.7,74.0,1.3,0.0,0.0
2011-11-23,22.9,7.1,75.0,2.9,0.0,0.0
2011-11-24,21.8,9.1,66.0,7.8,0.0,0.0
2011-11-25,22.5,7.3,69.0,3.1,0.0,0.0
2011-11-26,22.7,2.7,74.0,0.0,0.2,0.0
2011-11-27,22.5,3.9,76.0,0.0,0.0,0.0
2011-11-28,23.4,7.6,79.0,9.1,0.0,0.0
2011-11-29,23.5,8.0,82.0,8.2,0.0,0.0
2011-11-30,23.9,7.3,82.0,6.2,1.3,0.0
2011-12-01,21.0,5.8,75.0,0.0,0.0,0.0
2011-12-02,17.0,3.5,74.0,0.0,0.0,0.0
2011-12-03,17.9,8.7,66.0,8.3,0.0,0.0
2011-12-04,19.8,9.6,67.0,5.2,0.0,0.0
2011-12-05,19.7,1.8,80.0,0.0,4.4,0.9
2011-12-06,22.1,9.2,83.0,5.4,0.0,0.0
2011-12-07,22.9,5.2,84.0,4.5,0.0,0.0
2011-12-08,21.0,7.8,79.0,2.5,0.0,0.0
2011-12-09,16.2,2.8,77.0,0.0,0.0,0.0
2011-12-10,16.4,5.1,77.0,0.0,0.0,0.0
2011-12-11,16.8,6.8,74.0,0.0,0.0,0.0
2011-12-12,18.5,5.4,82.0,0.0,3.3,3.0
2011-12-13,19.7,5.6,83.0,0.0,0.8,0.5
2011-12-14,21.1,7.0,81.0,1.7,0.0,0.0
2011-12-15,20.5,7.7,79.0,0.8,0.0,0.0
2011-12-16,17.2,5.6,74.0,2.2,0.0,0.0
2011-12-17,16.5,8.0,71.0,6.9,0.0,0.0
2011-12-18,17.5,9.3,72.0,7.3,0.0,0.0
2011-12-19,17.8,8.6,75.0,2.2,0.0,0.0
2011-12-20,18.8,5.0,80.0,0.5,0.0,0.0
2011-12-21,20.1,6.8,81.0,2.7,0.0,0.0
2011-12-22,18.2,6.5,74.0,0.0,0.0,0.0
2011-12-23,16.3,6.3,69.0,1.5,0.0,0.0
2011-12-24,14.2,6.8,62.0,8.6,0.0,0.0
2011-12-25,15.6,9.4,60.0,8.4,0.0,0.0
2011-12-26,17.2,8.6,67.0,7.6,0.0,0.0
2011-12-27,18.4,8.2,74.0,8.4,0.0,0.0
2011-12-28,18.7,6.4,79.0,2.1,0.0,0.0
2011-12-29,19.1,8.5,78.0,5.4,0.0,0.0
2011-12-30,18.2,4.6,76.0,0.5,0.0,0.0
2011-12-31,16.7,3.6,83.0,0.0,0.5,0.0
2012-01-01,17.2,8.4,73.0,6.9,0.0,0.0
2012-01-02,16.1,6.0,76.0,0.0,0.0,0.0
2012-01-03,17.5,8.9,75.0,9.0,0.0,0.0
2012-01-04,14.1,6.8,73.0,4.9,0.0,0.0
2012-01-05,12.8,2.7,84.0,0.0,2.2,1.5
2012-01-06,16.2,6.2,85.0,2.5,0.0,0.0
2012-01-07,17.3,6.7,82.0,4.8,0.0,0.0
2012-01-08,18.4,7.8,80.0,7.9,0.0,0.0
2012-01-09,18.5,8.2,79.0,7.7,0.0,0.0
2012-01-10,18.3,9.9,77.0,4.7,0.0,0.0
2012-01-11,17.5,5.7,71.0,0.0,0.0,0.0
2012-01-12,17.3,6.3,74.0,0.0,0.0,0.0
2012-01-13,18.2,3.8,85.0,0.0,1.2,0.0
2012-01-14,19.6,7.2,85.0,0.5,0.0,0.0
2012-01-15,21.1,9.9,81.0,3.8,0.0,0.0
2012-01-16,17.2,5.6,80.0,0.0,0.3,0.5
2012-01-17,16.8,7.3,79.0,7.4,0.0,0.0
2012-01-18,19.3,8.9,77.0,3.2,0.7,0.0
2012-01-19,19.5,10.6,79.0,8.8,0.0,0.0
2012-01-20,18.4,7.1,82.0,6.3,0.0,0.0
2012-01-21,18.4,6.6,81.0,5.3,0.0,0.0
2012-01-22,16.4,6.9,80.0,2.4,0.0,0.0
2012-01-23,13.8,5.1,82.0,0.6,1.5,1.0
2012-01-24,16.3,8.8,80.0,8.2,2.2,2.0
2012-01-25,14.5,6.2,79.0,2.7,0.6,0.5
2012-01-26,15.7,9.9,77.0,7.5,0.0,0.0
2012-01-27,17.5,9.2,80.0,8.5,0.0,0.0
2012-01-28,18.1,10.1,80.0,9.0,0.0,0.0
2012-01-29,17.7,6.8,81.0,7.0,0.0,0.0
2012-01-30,17.2,7.4,79.0,6.3,0.0,0.0
2012-01-31,16.6,8.6,73.0,9.0,0.0,0.0
2012-02-01,16.3,9.2,77.0,9.6,0.0,0.0
2012-02-02,17.1,9.9,76.0,8.1,0.0,0.0
2012-02-03,15.2,5.5,76.0,1.2,0.0,0.0
2012-02-04,17.5,13.3,78.0,9.8,0.0,0.0
2012-02-05,20.3,11.2,74.0,7.5,0.0,0.0
2012-02-06,24.0,9.0,75.0,4.7,0.0,0.0
2012-02-07,17.9,11.5,82.0,1.0,1.1,11.0
2012-02-08,11.4,1.7,90.0,0.0,6.4,3.5
2012-02-09,14.4,9.2,79.0,4.9,0.0,0.0
2012-02-10,16.2,8.7,83.0,6.8,0.0,0.0
2012-02-11,16.2,5.9,84.0,5.6,0.0,0.0
2012-02-12,16.6,5.9,85.0,2.6,0.0,0.0
2012-02-13,20.5,12.5,73.0,6.5,0.0,0.0
2012-02-14,22.7,9.6,72.0,9.7,0.0,0.0
2012-02-15,21.0,9.2,77.0,5.5,0.0,0.0
2012-02-16,17.3,7.0,80.0,2.7,0.7,0.0
2012-02-17,15.1,5.8,79.0,3.4,0.0,0.0
2012-02-18,14.7,9.1,71.0,8.4,0.0,0.0
2012-02-19,14.6,6.2,74.0,0.7,0.0,0.0
2012-02-20,16.0,6.6,78.0,0.0,0.5,0.0
2012-02-21,17.5,6.2,90.0,0.0,3.8,2.5
2012-02-22,22.0,9.0,83.0,4.4,1.5,1.0
2012-02-23,24.7,7.3,81.0,3.8,0.0,0.0
2012-02-24,21.5,7.1,84.0,3.4,2.1,14.0
2012-02-25,19.4,10.6,83.0,3.9,0.4,5.0
2012-02-26,15.1,6.2,80.0,1.6,0.0,0.0
2012-02-27,14.7,5.1,81.0,1.4,0.0,0.0
2012-02-28,14.7,6.8,89.0,1.0,3.8,3.0
2012-02-29,17.0,11.0,81.0,6.8,0.0,0.0
2012-03-01,20.3,14.3,80.0,8.0,0.0,0.0
2012-03-02,22.5,11.4,77.0,6.2,0.0,0.0
2012-03-03,19.8,10.0,80.0,2.9,0.0,0.0
2012-03-04,21.9,12.2,77.0,9.6,0.0,0.0
2012-03-05,25.5,10.4,73.0,10.9,0.0,0.0
2012-03-06,25.0,9.8,75.0,10.7,0.0,0.0
2012-03-07,22.0,11.7,76.0,9.9,0.0,0.0
2012-03-08,20.8,10.2,75.0,7.4,0.0,0.0
2012-03-09,16.7,4.3,79.0,0.3,0.0,0.0
2012-03-10,15.6,8.7,75.0,2.3,0.0,0.0
2012-03-11,14.9,4.2,79.0,0.1,0.2,0.5
2012-03-12,14.7,4.2,90.0,0.0,3.6,6.0
2012-03-13,17.0,9.0,80.0,6.6,0.0,0.0
2012-03-14,18.5,8.6,79.0,4.9,0.0,0.0
2012-03-15,19.3,10.8,82.0,8.3,0.0,0.0
2012-03-16,24.6,13.7,76.0,8.7,0.0,0.0
2012-03-17,26.6,6.9,78.0,8.3,0.0,0.0
2012-03-18,26.5,6.1,78.0,8.6,0.0,0.0
2012-03-19,24.0,8.2,76.0,2.8,0.0,0.0
2012-03-20,23.4,9.3,75.0,6.7,0.0,0.0
2012-03-21,20.7,9.0,74.0,2.7,0.0,0.0
2012-03-22,23.0,8.7,76.0,7.7,0.0,0.0
2012-03-23,25.7,12.5,72.0,10.2,0.0,0.0
2012-03-24,15.5,5.8,65.0,0.0,0.0,0.0
2012-03-25,19.6,10.4,62.0,7.2,0.0,0.0
2012-03-26,21.5,8.9,60.0,10.0,0.0,0.0
2012-03-27,22.9,9.0,59.0,9.8,0.0,0.0
2012-03-28,23.4,8.2,63.0,7.3,0.0,0.0
2012-03-29,23.7,7.1,63.0,6.9,0.0,0.0
2012-03-30,24.4,8.4,62.0,9.4,0.0,0.0
2012-03-31,23.2,7.6,61.0,7.2,0.0,0.0
2012-04-01,23.1,8.0,60.0,5.9,0.0,0.0
2012-04-02,25.1,8.2,68.0,2.4,0.0,0.0
2012-04-03,26.3,6.5,70.0,7.1,0.0,0.0
2012-04-04,24.1,6.4,67.0,2.8,0.0,0.0
2012-04-05,24.8,5.8,72.0,3.1,0.0,0.0
2012-04-06,22.8,4.0,76.0,0.0,0.6,0.0
2012-04-07,23.3,4.8,75.0,0.0,0.0,0.0
2012-04-08,24.7,6.7,71.0,5.0,0.0,0.0
2012-04-09,25.3,7.2,71.0,0.4,0.0,0.0
2012-04-10,26.9,8.0,72.0,10.5,0.0,0.0
2012-04-11,27.3,7.3,75.0,9.6,0.0,0.0
2012-04-12,27.1,5.7,77.0,8.3,0.0,0.0
2012-04-13,27.8,7.4,72.0,10.2,0.0,0.0
2012-04-14,27.8,8.4,69.0,11.4,0.0,0.0
2012-04-15,27.8,7.9,70.0,10.6,0.0,0.0
2012-04-16,26.5,8.1,75.0,3.5,0.0,0.0
2012-04-17,22.9,3.2,81.0,0.0,2.3,6.5
2012-04-18,25.7,7.8,76.0,5.2,0.4,0.5
2012-04-19,26.5,7.7,77.0,2.2,0.0,0.0
2012-04-20,26.9,7.6,76.0,2.4,0.2,2.0
2012-04-21,26.7,6.5,76.0,3.2,0.2,8.0
2012-04-22,26.7,5.2,74.0,0.3,0.0,0.0
2012-04-23,28.3,7.4,68.0,8.8,0.0,0.0
2012-04-24,29.3,6.2,68.0,11.0,0.0,0.0
2012-04-25,28.3,7.1,75.0,6.8,1.3,4.5
2012-04-26,26.6,8.0,78.0,2.1,1.2,13.0
2012-04-27,25.1,6.4,77.0,1.6,4.2,13.0
2012-04-28,24.9,5.8,83.0,0.1,4.8,17.5
2012-04-29,28.1,8.1,75.0,9.2,0.0,0.0
2012-04-30,26.6,6.9,84.0,2.7,6.7,76.5
2012-05-01,28.8,6.9,75.0,10.4,0.0,0.0
2012-05-02,28.7,6.4,79.0,6.0,0.5,1.0
2012-05-03,27.9,4.9,82.0,5.1,0.6,1.5
2012-05-04,25.9,6.3,88.0,2.2,3.0,63.5
2012-05-05,26.3,8.5,74.0,8.5,0.0,0.0
2012-05-06,27.7,7.2,66.0,9.9,0.0,0.0
2012-05-07,27.8,6.3,74.0,10.9,0.0,0.0
2012-05-08,28.5,5.5,74.0,10.5,0.0,0.0
2012-05-09,28.3,4.8,83.0,4.4,0.3,0.0
2012-05-10,28.6,5.5,79.0,5.5,0.0,0.0
2012-05-11,27.1,7.0,78.0,7.2,0.0,0.0
2012-05-12,27.7,7.4,78.0,9.5,0.0,0.0
2012-05-13,29.0,6.6,73.0,11.9,0.0,0.0
2012-05-14,29.7,7.1,70.0,12.2,0.0,0.0
2012-05-15,29.6,5.7,74.0,6.9,0.0,0.0
2012-05-16,26.9,3.7,86.0,0.0,7.1,8.5
2012-05-17,25.7,2.8,88.0,0.0,4.9,17.5
2012-05-18,25.8,4.7,91.0,0.5,9.6,14.0
2012-05-19,25.4,3.2,93.0,0.0,13.1,49.5
2012-05-20,24.9,2.8,96.0,0.0,12.6,210.0
2012-05-21,26.1,9.0,77.0,10.2,0.0,0.0
2012-05-22,26.2,9.6,72.0,11.0,0.0,0.0
2012-05-23,27.3,6.7,71.0,11.5,0.0,0.0
2012-05-24,27.9,7.0,74.0,11.2,0.0,0.0
2012-05-25,28.7,7.1,69.0,11.4,0.0,0.0
2012-05-26,28.9,6.1,77.0,10.5,1.8,9.0
2012-05-27,28.4,8.0,82.0,6.1,3.7,11.5
2012-05-28,27.7,4.9,85.0,1.5,4.3,1.5
2012-05-29,28.1,6.1,81.0,7.1,1.4,2.5
2012-05-30,28.5,6.6,82.0,8.1,0.2,0.5
2012-05-31,28.4,7.1,77.0,10.3,1.2,14.0
2012-06-01,28.2,7.7,74.0,9.0,0.0,0.0
2012-06-02,28.0,7.5,78.0,11.7,0.0,0.0
2012-06-03,28.0,8.4,78.0,6.3,0.0,0.0
2012-06-04,28.2,6.3,80.0,2.0,0.0,0.0
2012-06-05,28.3,6.8,79.0,7.1,0.0,0.0
2012-06-06,29.1,6.8,78.0,4.3,0.0,0.0
2012-06-07,30.3,5.7,75.0,9.3,0.0,0.0
2012-06-08,28.7,6.3,85.0,4.3,4.0,24.0
2012-06-09,27.3,3.8,92.0,0.2,5.2,45.5
2012-06-10,28.2,5.0,89.0,0.6,8.5,70.0
2012-06-11,29.1,5.5,86.0,0.2,3.9,26.0
2012-06-12,27.2,4.3,94.0,0.0,14.5,110.0
2012-06-13,27.3,5.9,89.0,0.8,2.1,41.0
2012-06-14,25.7,2.6,96.0,0.0,14.8,169.5
